Haltestelle Name;Haltestelle Nummer;Globale ID;X-Koordinate;Y-Koordinate;AGS Gemeinde;Gemeinde;AGS Landkreis;Landkreis;AGS Bundesland;Bundesland;Referenzhaltestelle Lief.
Wormsleben (Lüttchendorf);2120;de:15087:2120;11,625709;51,509982;15087386;Seegebiet Mansfelder Land;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Wörpen, Oberdorf;6246;de:15091:6246;12,502847;51,926232;15091060;Coswig (Anhalt);15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Wörpen, Unterdorf;6245;de:15091:6245;12,498310;51,923436;15091060;Coswig (Anhalt);15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Wuitz-Mumsdorf;8013356;de:16077:8013356;12,264521;51,051931;16077032;Meuselwitz;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Wulfen (Anhalt), Alte Ziegelei;30407;de:15082:30407;11,952615;51,817799;15082256;Osternienburger Land;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Wulfen (Anhalt), Am Anger;5753;de:15082:5753;11,934415;51,822580;15082256;Osternienburger Land;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Wulfen (Anhalt), Bahnhof;90382;;11,922136;51,818678;15082256;Osternienburger Land;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Wulfen (Anhalt), Bahnhof (Bus);5754;de:15082:5754;11,924644;51,818661;15082256;Osternienburger Land;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Wulfen (Anhalt), Haltepunkt;6607;de:15082:6607;11,922790;51,818482;15082256;Osternienburger Land;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Wulfen (Anhalt), Hoher Berg;5755;de:15082:5755;11,929424;51,819216;15082256;Osternienburger Land;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Wulfen (Anhalt), Kita;6608;de:15082:6608;11,936526;51,818670;15082256;Osternienburger Land;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Wulfen (Anhalt), Schule;5752;de:15082:5752;11,929916;51,820094;15082256;Osternienburger Land;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Wulfen(Anh);8013357;de:15082:8013357;11,922141;51,818681;15082256;Osternienburger Land;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Wulferstedt, Dorfmitte;2993;de:15083:2993;11,131923;52,019064;15083025;Am Großen Bruch;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Wulferstedt, Neue Reihe;2954;de:15083:2954;11,132411;52,018903;15083025;Am Großen Bruch;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Wulkau;3607;de:15090:3607;12,072665;52,759994;15090285;Kamern;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Wulkau, B107;3613;de:15090:3613;12,060744;52,760950;15090285;Kamern;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Wüllmersen (Mehmke), Bahnhof (Bus);352;de:15081:352;10,949716;52,728473;15081105;Diesdorf;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Wüllmersen (Mehmke), Ort;460;de:15081:460;10,942630;52,724759;15081105;Diesdorf;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Wülpen;6114;de:15086:6114;12,161377;52,272004;15086040;Genthin;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Wülperode, Schulstr.;3835;de:15085:3835;10,597997;51,980792;15085230;Osterwieck;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Wülperode, Zum Dören;5274;de:15085:5274;10,601448;51,981248;15085230;Osterwieck;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Würchwitz;4199;de:15084:4199;12,227896;51,018466;15084590;Zeitz;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Würchwitz, Oberdorf;4200;de:15084:4200;12,228131;51,014872;15084590;Zeitz;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Würchwitz, Schule;4185;de:15084:4185;12,224844;51,019872;15084590;Zeitz;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Würflau (Elsnigk);5756;de:15082:5756;12,053622;51,776171;15082256;Osternienburger Land;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Wurp, Mühlenstr.;10268;de:15088:10268;12,051757;51,563020;15088295;Petersberg;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Würschwitz (Nerchau), Abzweig n. Cannewitz;30256;de:14729:30256;12,813097;51,266406;14729160;Grimma;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Würschwitz (Nerchau), Ortsmitte;17085;de:14729:17085;12,809673;51,266599;14729160;Grimma;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen;8013361;de:14729:8013361;12,738972;51,364418;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Albert-Kuntz-Str.;10959;de:14729:10959;12,736470;51,373339;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Albert-Kuntz-Str./Am Seniorenheim;16832;de:14729:16832;12,736397;51,373323;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Albert-Kuntz-Str./Arkaden;16851;;12,735185;51,370970;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Albert-Kuntz-Str./Parkdeck;20135;;12,733683;51,371935;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Am Kaufland;16833;de:14729:16833;12,737812;51,380805;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Am Steinhof;5490;de:14729:5490;12,731751;51,364443;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Am Wachtelberg;30734;de:14729:30734;12,732979;51,356229;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, August-Bebel-Str.;100248;de:14729:100248;12,743228;51,366720;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Badergraben;16852;;12,736083;51,368774;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Bahnhof;90383;;12,738960;51,364410;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Bahnhof (Bus);11576;de:14729:11576;12,737677;51,364703;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Beethovenstr.;22705;de:14729:22705;12,733262;51,366238;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Boockweg;17088;de:14729:17088;12,724056;51,385002;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Clara-Zetkin-Platz;16862;de:14729:16862;12,743971;51,370014;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Collmener Str.;16868;de:14729:16868;12,739778;51,382360;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Conleyring;30735;de:14729:30735;12,733308;51,362217;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Crostigall;17086;de:14729:17086;12,733538;51,366796;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Damaschkestr.;30736;de:14729:30736;12,732752;51,358907;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Dresdener Str.;30738;de:14729:30738;12,753691;51,363786;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Dr.-Külz-Str.;12625;de:14729:12625;12,738302;51,373784;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Dr.-Rudolf-Friedrichs-Str.;30737;de:14729:30737;12,747527;51,366942;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Eduard-Schulze-Str.;17087;de:14729:17087;12,735730;51,363381;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Eilenburger Str. (SV);12622;;12,726325;51,383041;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Eilenburger Str./Rosenweg;16880;de:14729:16880;12,728186;51,381364;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Einkaufszentrum Nord;30739;de:14729:30739;12,737882;51,380784;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Freibad Dreibrücken;16894;de:14729:16894;12,725310;51,364549;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Freiligrathstr.;17089;de:14729:17089;12,735866;51,375804;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Friedhof;30740;de:14729:30740;12,749154;51,366278;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Friedrich-Ebert-Str.;30741;de:14729:30741;12,741190;51,377297;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Friedrich-Ebert-Str./Schule;17090;de:14729:17090;12,741118;51,377300;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Friedrich-Ebert-Str./Stadtsporthalle;16893;de:14729:16893;12,740530;51,374315;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Gerhard-Hauptmann-Platz;30918;de:14729:30918;12,735176;51,371384;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Industriestr.;16941;de:14729:16941;12,754237;51,375899;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Jacobsplatz;20139;de:14729:20139;12,738432;51,370443;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Johannes-Thomas-Str.;30742;de:14729:30742;12,759126;51,367883;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Kantstr.;30743;de:14729:30743;12,740940;51,367369;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Karl-Marx-Str.;30946;de:14729:30946;12,739005;51,367781;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Klesseweg;30744;de:14729:30744;12,742239;51,378883;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Krankenhaus;30745;de:14729:30745;12,730972;51,378874;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Kutusowstr.;16963;de:14729:16963;12,734862;51,375296;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Kutusowstr./Krankenhaus;12627;de:14729:12627;12,731068;51,378808;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Lessingstr.;30746;de:14729:30746;12,740802;51,375017;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Lüptitzer Str./Schwimmhalle;16978;de:14729:16978;12,748025;51,375838;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Lüptitzer Str./VHS;22706;de:14729:22706;12,743658;51,373037;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Marienstr.;30747;de:14729:30747;12,747156;51,370830;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Markt;30748;de:14729:30748;12,735373;51,370100;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Nemter Str.;30257;de:14729:30257;12,741464;51,360949;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Nemter Str. [offen];30074;;;;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Nemter Weg;30749;de:14729:30749;12,761468;51,360883;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Nischwitzer Breite;30750;de:14729:30750;12,727870;51,385249;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Nischwitzer Breite/Grenzstr.;17011;de:14729:17011;12,727838;51,385214;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Pestalozzi- Schule;17091;;12,743217;51,368869;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Richard-Klinkhardt-Str.;30751;de:14729:30751;12,741294;51,365379;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Rietzschkenweg;30752;de:14729:30752;12,763821;51,366797;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Roitzscher Weg;30753;de:14729:30753;12,751744;51,369846;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Roitzscher Weg/Johannes-Thomas-Str.;17092;de:14729:17092;12,759067;51,367858;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Roitzscher Weg/Katholische Kirche;17392;;12,752061;51,369854;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Rosa-Luxemburg-Str.;17041;de:14729:17041;12,747361;51,366489;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Rosenweg;30754;de:14729:30754;12,728147;51,381410;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Schiemannstr.;17047;de:14729:17047;12,735403;51,384928;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Schule Nord;17053;;12,740642;51,376919;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Schützstr.;30510;de:14729:30510;12,738514;51,385359;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Schweizergarten;20138;de:14729:20138;12,737973;51,369217;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Schweizergartenstr.;30755;de:14729:30755;12,737858;51,369221;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Schwimmhalle;30919;de:14729:30919;12,747713;51,375713;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Stadtsporthalle;30756;de:14729:30756;12,740483;51,374272;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Str. des Friedens;30757;de:14729:30757;12,738427;51,371972;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Theodor-Körner-Str.;17093;de:14729:17093;12,737441;51,377489;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Torgauer Str.;22707;de:14729:22707;12,751230;51,370402;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Volkshochschule;30728;de:14729:30728;12,744355;51,373302;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Wenceslaikirche;11756;de:14729:11756;12,735364;51,367169;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Westbahnhof;10859;;12,709024;51,355894;14729030;Bennewitz;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Wettinerplatz;30758;de:14729:30758;12,739768;51,368854;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Zillestr.;30759;de:14729:30759;12,739280;51,379427;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Zillestr./Geschwister-Schumann-Str.;17097;de:14729:17097;12,745380;51,378809;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wurzen, Zillestr./Theodor-Körner-Str.;22708;de:14729:22708;12,739106;51,379405;14729410;Wurzen;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wuschlaub (Muschwitz);3551;de:15084:3551;12,130366;51,180993;15084315;Lützen;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Wust (b Schönhausen) (Ersatzhalt);6489;de:15090:6489;12,113257;52,545317;15090631;Wust-Fischbeck;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Wust (b Schönhausen), Gaststätte;23122;de:15090:23122;12,112633;52,552759;15090631;Wust-Fischbeck;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Wust (b Schönhausen), Ort;3632;de:15090:3632;12,114272;52,547789;15090631;Wust-Fischbeck;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Wust (b Schönhausen), Schule;3631;de:15090:3631;12,114065;52,549026;15090631;Wust-Fischbeck;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Wüstemark (Kropstädt);1237;de:15091:1237;12,757113;51,936966;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Wüsteneutzsch;10142;de:15088:10142;12,070318;51,325728;15088205;Leuna;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Wüstenhain (Kohren-Sahlis), Nr. 2;20195;;12,577962;51,008293;14729230;Kohren-Sahlis;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wüstenjerichow;6091;de:15086:6091;12,120690;52,218157;15086140;Möckern;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Wüstenjerichow, Dorfstr.;7177;de:15086:7177;12,116230;52,219320;15086140;Möckern;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Wustrewe, Abzweig;449;de:15081:449;11,296936;52,685086;15081240;Kalbe (Milde);15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Wustrewe, Ort;477;de:15081:477;11,303777;52,692420;15081240;Kalbe (Milde);15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Wüstungsstein (Bad Lausick);11875;de:14729:11875;12,609240;51,149421;14729010;Bad Lausick;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wyhra (Wyhratal), Neulandsiedlung;20197;de:14729:20197;12,505594;51,076017;14729050;Borna;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Wyhra (Wyhratal), Teich;11461;de:14729:11461;12,514322;51,079298;14729050;Borna;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Zaasch;11498;de:14730:11498;12,273693;51,552140;14730340;Wiedemar;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Zabakuck;6004;de:15086:6004;12,213903;52,455967;15086080;Jerichow;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Zabakuck, Am Bahnhof;22611;de:15086:22611;12,227317;52,445010;15086080;Jerichow;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Zabakuck, Klitscher Chaussee;6882;de:15086:6882;12,213820;52,460284;15086080;Jerichow;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Zabenstedt;2121;de:15087:2121;11,669128;51,620165;15087165;Gerbstedt;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Zabenstedt, Hasengrube (virt.);9320113;de:15087:9320113;11,670600;51,621240;15087165;Gerbstedt;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Zabitz;5757;de:15082:5757;11,925161;51,785446;15082256;Osternienburger Land;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Zabitz, Ernst-Thälmann-Str./Wendeplatz;15945;de:15082:15945;11,927342;51,785104;15082256;Osternienburger Land;15082;Anhalt-Bitterfeld;15;Sachsen-Anhalt;NASA Master-Lieferant
Zackmünde (Pömmelte);2903;de:15089:2903;11,800804;52,006128;15089026;Barby;15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Zackmünde, Wasserwerk (Pömmelte);2904;de:15089:2904;11,783179;52,011059;15089305;Schönebeck (Elbe);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Zäckwar (Spielberg);4448;de:15084:4448;11,634168;51,136894;15084282;Lanitz-Hassel-Tal;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Zagkwitz (Nöbdenitz);12441;de:16077:12441;12,295886;50,893276;16077037;Nöbdenitz;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Zahna;8013371;de:15091:8013371;12,781211;51,919969;15091391;Zahna-Elster;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Zahna, Bahnhof;90385;;12,781212;51,919962;15091391;Zahna-Elster;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Zahna, Bahnhof (Bus);1223;de:15091:1223;12,782572;51,919703;15091391;Zahna-Elster;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Zahna, Bahnhofstr.;1226;de:15091:1226;12,785228;51,917054;15091391;Zahna-Elster;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Zahna, Dr.-Kurt-Fischer-Str.;1229;de:15091:1229;12,784480;51,915936;15091391;Zahna-Elster;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Zahna, Jüterboger Str.;1228;de:15091:1228;12,796844;51,912885;15091391;Zahna-Elster;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Zahna, Klebitzer Str.;1222;de:15091:1222;12,799645;51,914719;15091391;Zahna-Elster;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Zahna, Kropstädter Str.;1239;de:15091:1239;12,780177;51,926326;15091391;Zahna-Elster;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Zahna, Rahnhsdorfer Str.;1224;de:15091:1224;12,781646;51,928392;15091391;Zahna-Elster;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Zahna, Rathaus;1225;de:15091:1225;12,786916;51,912926;15091391;Zahna-Elster;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Zahna, Schule;1227;de:15091:1227;12,787547;51,911431;15091391;Zahna-Elster;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Zahna, Triftstr. (Ersatzhalt);3715;de:15091:3715;12,787270;51,920567;15091391;Zahna-Elster;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Zahna, Verkehrshof;22895;de:15091:22895;12,767747;51,914424;15091391;Zahna-Elster;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Zahna, Waldschenke;5629;de:15091:5629;12,769514;51,904970;15091391;Zahna-Elster;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Zahna, Westendstr.;1236;de:15091:1236;12,778757;51,911858;15091391;Zahna-Elster;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Zallmsdorf (Leetza);1244;de:15091:1244;12,833273;51,902386;15091391;Zahna-Elster;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Zangenberg (Zeitz);4080;de:15084:4080;12,153725;51,072825;15084590;Zeitz;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Zappendorf, Fleischerstr.;10269;de:15088:10269;11,804458;51,507774;15088319;Salzatal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Zappendorf, Schachtstr.;30193;de:15088:30193;11,802343;51,503365;15088319;Salzatal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Zaschwitz (Thümmlitzwalde);17094;de:14729:17094;12,834332;51,245999;14729160;Grimma;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Zaschwitz (Wettin), Fähre (Bus);2100;de:15088:2100;11,809891;51,579819;15088216;Wettin-Löbejün;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Zaschwitz (Wettin), Fährstelle;30296;de:15088:30296;11,812438;51,581116;15088216;Wettin-Löbejün;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Zaschwitz (Wettin), Fienstedter Str.;22725;de:15088:22725;11,804605;51,575064;15088216;Wettin-Löbejün;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Zaschwitz (Wettin), Ringstr.;30194;de:15088:30194;11,809116;51,575226;15088216;Wettin-Löbejün;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Zaschwitz (Wettin), Salzmünder Str.;2099;de:15088:2099;11,804857;51,575409;15088216;Wettin-Löbejün;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Zaußwitz, Canitzer Str.;17642;de:14730:17642;13,194350;51,337633;14730170;Liebschützberg;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Zaußwitz, Großrügelner Str.;17643;de:14730:17643;13,194682;51,337343;14730170;Liebschützberg;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Zävertitz (Mügeln);17651;de:14730:17651;13,030430;51,207653;14730200;Mügeln;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Zechau (Kriebitzsch), Gasthof;11432;de:16077:11432;12,333751;51,012559;16077022;Kriebitzsch;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Zechau (Kriebitzsch), Ost;11433;de:16077:11433;12,344010;51,012508;16077022;Kriebitzsch;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Zedau, Billerbeck (Osterburg);15782;de:15090:15782;11,690823;52,788101;15090415;Osterburg (Altmark);15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Zedau (Osterburg);6339;de:15090:6339;11,724040;52,792215;15090415;Osterburg (Altmark);15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Zeddenbach (Freyburg);5676;de:15084:5676;11,747930;51,213681;15084135;Freyburg (Unstrut);15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Zeddenick (Sachsen-Anhalt) (Bus);6079;de:15086:6079;11,900064;52,139734;15086140;Möckern;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Zeddenick (Sachsen-Anhalt), Kreuzung;6104;de:15086:6104;11,903427;52,135507;15086140;Möckern;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Zeddenick(Sachs-A);8013375;de:15086:8013375;11,904859;52,144471;15086140;Möckern;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Zedtlitz (Wyhratal), Dorfstr.;12804;de:14729:12804;12,515909;51,102082;14729050;Borna;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
