Haltestelle Name;Haltestelle Nummer;Globale ID;X-Koordinate;Y-Koordinate;AGS Gemeinde;Gemeinde;AGS Landkreis;Landkreis;AGS Bundesland;Bundesland;Referenzhaltestelle Lief.
Beendorf, Schule;1139;de:15083:1139;11,090727;52,235908;15083060;Beendorf;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Beendorf, Schulplatz;6649;de:15083:6649;11,090179;52,243549;15083060;Beendorf;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Beendorf, Schwanefelder Str.;940041;de:15083:940041;11,088151;52,247450;15083060;Beendorf;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Beendorf, Sportplatz;1858;de:15083:1858;11,095989;52,237586;15083060;Beendorf;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Beerendorf (Delitzsch), Kirche;12224;de:14730:12224;12,373970;51,523256;14730070;Delitzsch;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Beerendorf (Delitzsch), Ost;12218;de:14730:12218;12,412455;51,532878;14730070;Delitzsch;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Beerendorf (Delitzsch), Seniorenheim;15864;de:14730:15864;12,372014;51,522333;14730070;Delitzsch;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Beerendorf (Delitzsch), Teich;13013;de:14730:13013;12,377971;51,524337;14730070;Delitzsch;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Beersdorf (Elstertrebnitz), Abzweig;4088;de:15084:4088;12,228176;51,136808;14729100;Elstertrebnitz;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Beersdorf (Profen);17137;de:15084:17137;12,227428;51,134887;15084130;Elsteraue;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Beerwalde (Löbichau), Alte Str./Industriegebiet;12763;de:16077:12763;12,224985;50,876249;16077026;Löbichau;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Beerwalde (Löbichau), Busplatz;10736;de:16077:10736;12,233308;50,878222;16077026;Löbichau;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Beerwalde (Löbichau), Kreuzung;11713;de:16077:11713;12,241798;50,876448;16077026;Löbichau;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Beerwalde (Löbichau), Ort;12077;de:16077:12077;12,234009;50,879308;16077026;Löbichau;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Beerwalde (Löbichau), Teich;10826;de:16077:10826;12,227117;50,878096;16077026;Löbichau;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Beerwalde (Löbichau), Windmühlenstr./Industriegebiet;30290;de:16077:30290;12,225390;50,875725;16077026;Löbichau;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Beese (Kalbe), Kreuzung;365;de:15081:365;11,510603;52,732027;15081240;Kalbe (Milde);15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Beese (Kalbe), Ort;375;de:15081:375;11,516862;52,732355;15081240;Kalbe (Milde);15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Beesedau (Könnern), Ort;1779;de:15089:1779;11,705324;51,722786;15089195;Könnern;15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Beesedau (Könnern), Zoll;1780;de:15089:1780;11,711263;51,719233;15089195;Könnern;15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Beesenlaublingen (Könnern);1781;de:15089:1781;11,702891;51,714518;15089195;Könnern;15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Beesenlaublingen (Könnern), Abzweig;15886;de:15089:15886;11,696405;51,712788;15089195;Könnern;15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Beesenlaublingen (Könnern), Beesedauer Steg;6843;de:15089:6843;11,698604;51,714949;15089195;Könnern;15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Beesenlaublingen (Könnern), Ersatzhaltestelle;6941;de:15089:6941;11,695052;51,708764;15089195;Könnern;15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Beesenlaublingen (Könnern), Ixelweg (Ersatzhalt);7012;de:15089:7012;11,698084;51,713756;15089195;Könnern;15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Beesenlaublingen (Könnern), Mitte;1782;de:15089:1782;11,695607;51,711772;15089195;Könnern;15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Beesenstedt (Salzatal), Eschenweg;31170;de:15088:31170;11,728850;51,567335;15088319;Salzatal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Beesenstedt (Salzatal), Freister Str.;2708;de:15088:2708;11,729954;51,568105;15088319;Salzatal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Beesenstedt (Salzatal), Kirchplatz;9568;de:15088:9568;11,737209;51,570004;15088319;Salzatal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Beesenstedt (Salzatal), Schule;2036;de:15088:2036;11,726527;51,566531;15088319;Salzatal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Beesenstedt (Salzatal), Siedlungsweg;30095;de:15088:30095;11,723566;51,568883;15088319;Salzatal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Beesenstedt (Salzatal), Thomas-Müntzer-Str.;30096;de:15088:30096;11,735232;51,566391;15088319;Salzatal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Beesenstedt (Salzatal), Weißes Haus;706;de:15087:706;11,727281;51,437860;15088319;Salzatal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Beesewege (Bismark);52;de:15090:52;11,626954;52,657713;15090070;Bismark (Altmark);15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Beetzendorf (Sachsen-Anhalt), Bahnhof;90485;;11,088706;52,701272;15081045;Beetzendorf;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Beetzendorf (Sachsen-Anhalt), Bahnhof (Bus);650;de:15081:650;11,089999;52,701096;15081045;Beetzendorf;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Beetzendorf (Sachsen-Anhalt), Gymnasium/Goethestr.;601;de:15081:601;11,094561;52,706636;15081045;Beetzendorf;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Beetzendorf (Sachsen-Anhalt), Gymnasium/Schulhof;6844;de:15081:6844;11,094873;52,707594;15081045;Beetzendorf;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Beetzendorf (Sachsen-Anhalt), Kita;3680;de:15081:3680;11,086114;52,700590;15081045;Beetzendorf;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Beetzendorf (Sachsen-Anhalt), Lindenstr.;778;de:15081:778;11,089014;52,700070;15081045;Beetzendorf;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Beetzendorf (Sachsen-Anhalt), Park;559;de:15081:559;11,092259;52,702378;15081045;Beetzendorf;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Beetzendorf (Sachsen-Anhalt), Schule;586;de:15081:586;11,084029;52,699024;15081045;Beetzendorf;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Beetzendorf (Sachsen-Anhalt), Sporthalle;373;de:15081:373;11,082505;52,701133;15081045;Beetzendorf;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Beetzendorf (Sachsen-Anhalt), ZOB;531;de:15081:531;11,088263;52,701185;15081045;Beetzendorf;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Beetzendorf(Sachs-A);8010030;de:15081:8010030;11,088706;52,701272;15081045;Beetzendorf;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Behlitz (Eilenburg);12104;de:14730:12104;12,527473;51,465395;14730110;Eilenburg;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Behnsdorf (Flechtingen) (Bus);1126;de:15083:1126;11,153140;52,315098;15083230;Flechtingen;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Behnsdorf (Flechtingen), Schule;1503;de:15083:1503;11,153923;52,318535;15083230;Flechtingen;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Behrend, Bahnhof (Bus);6401;de:15090:6401;11,739604;52,842796;15090520;Seehausen (Altmark);15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Behrend (Seehausen), Ort;6402;de:15090:6402;11,747425;52,845815;15090520;Seehausen (Altmark);15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Behrend (Seehausen), Wendestelle;6399;de:15090:6399;11,752600;52,848518;15090520;Seehausen (Altmark);15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Behrendorf (Werben), Bahnhof (Bus);6330;de:15090:6330;11,960684;52,821114;15090610;Werben (Elbe);15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Behrendorf (Werben), Brücke;6438;de:15090:6438;11,960706;52,835173;15090610;Werben (Elbe);15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Behrendorf (Werben), Landstr.;6325;de:15090:6325;11,959543;52,815677;15090610;Werben (Elbe);15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Behrendorf (Werben), Ort;6329;de:15090:6329;11,960233;52,825611;15090610;Werben (Elbe);15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Beidersee (Morl), An der B6;9643;de:15088:9643;11,906519;51,566100;15088295;Petersberg;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Beidersee (Morl), Bahnhofstr.;9646;de:15088:9646;11,905242;51,565763;15088295;Petersberg;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Beiern (Langenleuba-Niederhain), Gasthof;12727;de:16077:12727;12,608429;50,946529;16077023;Langenleuba-Niederhain;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Beiersdorf (Grimma), Am Kindergarten;16798;;12,693226;51,256496;14729160;Grimma;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Beiersdorf (Grimma), Grethener Str./Haus 10h;30208;de:14729:30208;12,684611;51,260050;14729160;Grimma;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Beiersdorf (Grimma), Grimmaer Str.;16799;de:14729:16799;12,689989;51,258838;14729160;Grimma;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Beiersdorf (Grimma), Neue Seelingstädter Str.;16800;de:14729:16800;12,687271;51,262305;14729160;Grimma;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Beiersdorf (Grimma), Steinbruch;16801;de:14729:16801;12,667900;51,269398;14729160;Grimma;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Beilrode;8011131;de:14730:8011131;13,064935;51,571005;14730030;Beilrode;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Beilrode (b. Torgau), Abzweig Eulenau;17200;de:14730:17200;13,063491;51,562437;14730030;Beilrode;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Beilrode (b. Torgau), Abzweig Graditz;17201;de:14730:17201;13,068764;51,566705;14730030;Beilrode;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Beilrode (b. Torgau), Bahnhof;90115;;13,064934;51,571002;14730030;Beilrode;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Beilrode (b. Torgau), Bahnhof (Bus);30511;de:14730:30511;13,066464;51,571327;14730030;Beilrode;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Beilrode (b. Torgau), Kirchweg;17202;de:14730:17202;13,069651;51,577430;14730030;Beilrode;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Beilrode (b. Torgau), Kreischauer Str.;30018;de:14730:30018;13,066741;51,569581;14730030;Beilrode;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Beilrode (b. Torgau), Nordring;22654;de:14730:22654;13,066766;51,575831;14730030;Beilrode;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Beilrode (b. Torgau), Schule;17203;de:14730:17203;13,069787;51,573954;14730030;Beilrode;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Beilrode (b. Torgau), Zwethauer Str.;17432;de:14730:17432;13,065160;51,574825;14730030;Beilrode;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Beilrode (Bus);11863;;13,068351;51,572259;14730030;Beilrode;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Belgern, Abzweig Puschwitz;17207;de:14730:17207;13,115160;51,470942;14730045;Belgern-Schildau;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Belgern, Festplatz;22632;;13,132626;51,478088;14730045;Belgern-Schildau;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Belgern, Friedhof;17209;de:14730:17209;13,117899;51,485352;14730045;Belgern-Schildau;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Belgern, Heinrich-Heine-Str.;30094;de:14730:30094;13,116734;51,475303;14730045;Belgern-Schildau;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Belgern, Markt;17204;de:14730:17204;13,124625;51,483110;14730045;Belgern-Schildau;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Belgern, Mühlberger Str.;17206;de:14730:17206;13,136484;51,475056;14730045;Belgern-Schildau;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Belgern, Oschatzer Str.;17205;de:14730:17205;13,120801;51,479036;14730045;Belgern-Schildau;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Belgern, P&R Parkplatz;22635;;13,141097;51,474146;14730045;Belgern-Schildau;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Belgershain;8011132;de:14729:8011132;12,542785;51,233947;14729020;Belgershain;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Belgershain, Am Teich;16802;de:14729:16802;12,549576;51,235714;14729020;Belgershain;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Belgershain, Bahnhof;90116;;12,542779;51,233942;14729020;Belgershain;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Belgershain, Bahnhof (Bus);10749;de:14729:10749;12,543343;51,233902;14729020;Belgershain;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Belgershain, Hauptstr.;30215;de:14729:30215;12,547457;51,232559;14729020;Belgershain;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Belgershain, Mittelweg;30216;de:14729:30216;12,552989;51,234280;14729020;Belgershain;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Belgershain, Oberdorf;30209;de:14729:30209;12,551559;51,237650;14729020;Belgershain;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Belgershain, Schule;16803;de:14729:16803;12,547681;51,234720;14729020;Belgershain;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Belicke (Kade);20014;de:15086:20014;12,244570;52,377307;15086080;Jerichow;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Belicke (Kade), Kreuzung;6160;de:15086:6160;12,244398;52,377357;15086080;Jerichow;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Belkau (Bismark);42;de:15090:42;11,763125;52,650128;15090070;Bismark (Altmark);15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Belleben;8011133;de:15089:8011133;11,633376;51,673603;15089195;Könnern;15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Belleben (Könnern), Bahnhof;90117;;11,633375;51,673602;15089195;Könnern;15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Belleben (Könnern), Bahnhof (Bus);7131;de:15089:7131;11,633974;51,674619;15089195;Könnern;15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Belleben (Könnern) (Bus);1783;de:15089:1783;11,633236;51,674198;15089195;Könnern;15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bellingen (Tangerhütte);8;de:15090:8;11,829709;52,512043;15090546;Tangerhütte;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Bellingen (Tangerhütte), Dorfstr. 68 (virt.);9310001;de:15090:9310001;11,832800;52,512900;15090546;Tangerhütte;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Bellingen (Tangerhütte), Dorfstr. 82 (virt.);9310002;de:15090:9310002;11,837820;52,513900;15090546;Tangerhütte;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Bellingen (Tangerhütte), Dorfstr./TangerhW.(virt.);9310003;de:15090:9310003;11,823920;52,509480;15090546;Tangerhütte;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Bellingen (Tangerhütte), Schule;1;de:15090:1;11,842384;52,514391;15090546;Tangerhütte;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Belsdorf (b. Wefensleben);3001;de:15083:3001;11,154928;52,194268;15083535;Wefensleben;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Belsdorf (Flechtingen);1131;de:15083:1131;11,146195;52,339485;15083230;Flechtingen;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Benkendorf, Altenwohnheim;30097;de:15088:30097;11,918498;51,429214;15088365;Teutschenthal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Benkendorf (Salzmünde), Quillschinaer Str.;9648;de:15088:9648;11,822341;51,515517;15088319;Salzatal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Benkendorf (Salzwedel), Ort;640;de:15081:640;11,265534;52,788483;15081455;Salzwedel;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Benkendorf (Salzwedel), Ortsmitte;3847;de:15081:3847;11,266575;52,789855;15081455;Salzwedel;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Benkendorf (Teutschenthal), Merseburger Str.;9650;de:15088:9650;11,917057;51,427803;15088365;Teutschenthal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Benndorf (Delitzsch);11500;de:14730:11500;12,337491;51,553605;14730070;Delitzsch;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Benndorf (Delitzsch), Bundeswehr;11501;de:14730:11501;12,321483;51,558375;14730070;Delitzsch;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Benndorf (Frohburg), Wendeplatz;13089;de:14729:13089;12,536298;51,067969;14729140;Frohburg;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Benndorf, Gutshof;30111;de:15088:30111;12,101394;51,443026;15088150;Kabelsketal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Benndorf (Mansfelder Land), Alte Poststr.;2710;de:15087:2710;11,458717;51,575769;15087045;Benndorf;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benndorf (Mansfelder Land), Bahnhof;6251;de:15087:6251;11,492014;51,575453;15087045;Benndorf;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benndorf (Mansfelder Land), Bahnhof Klostermansfeld;90061;;11,491899;51,574682;15087045;Benndorf;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benndorf (Mansfelder Land), Bahnhof Klostermansfeld (Bus);5712;de:15087:5712;11,491768;51,574910;15087045;Benndorf;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benndorf (Mansfelder Land) (Bus);2685;de:15087:2685;11,493380;51,571163;15087045;Benndorf;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benndorf (Mansfelder Land), Siebigeröder Str.;2699;de:15087:2699;11,480043;51,570771;15087045;Benndorf;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benndorf (Saalekreis), Am Teich;9652;de:15088:9652;12,095583;51,442208;15088150;Kabelsketal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Benndorf (Spielberg);4449;de:15084:4449;11,626915;51,133991;15084282;Lanitz-Hassel-Tal;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein;1664;de:15085:1664;10,715308;51,673691;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein, Bahnhof;90470;;10,715308;51,673691;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein, Bahnhof (Bus);1663;de:15085:1663;10,716275;51,673649;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Bek_Klb 001 P1;9091198;;10,718327;51,673988;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Bek_Klb 002 P2;9091199;;10,721305;51,674376;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Bek_Klb 003 P3;9091200;;10,723132;51,673360;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Bek_Klb 004 P4;9091100;;10,723216;51,671390;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Bek_Klb 005 P5;9091201;;10,724578;51,670337;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Bek_Klb 006 P6;9091202;;10,728205;51,669906;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Bek_Klb 007 P7;9091203;;10,731583;51,669038;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Bek_Klb 008 P8;9091204;;10,734711;51,668048;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Bek_Klb 009 P9;9091205;;10,737961;51,664207;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Bek_Klb 010 P10;9091206;;10,741781;51,662793;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Bek_Klb 011 P11;9091207;;10,746852;51,661989;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Bek_Klb 012 P12;9091208;;10,752387;51,662725;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Bek_Klb 013 P13;9091209;;10,754230;51,662536;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Bek_Klb 014 P14;9091210;;10,757290;51,661303;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Bek_Klb 015 P15;9091211;;10,761829;51,661316;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Bek_Klb 016 P16;9091212;;10,765150;51,660125;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein, Bergstr.;1336;de:15085:1336;10,722562;51,667886;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein, Haus des Gastes;1351;de:15085:1351;10,717355;51,667800;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Kälberbruch;9091213;;10,763966;51,658300;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein, Kindergarten;1337;de:15085:1337;10,733506;51,669423;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Klb_Sh 001 P1;9091214;;10,760665;51,656264;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein Klb_Sh 002 P2;9091215;;10,759441;51,651527;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein, Richard-Adam-Str.;15916;de:15085:15916;10,707299;51,667147;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein, Sparkasse;1352;de:15085:1352;10,715663;51,672751;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benneckenstein, Waldschlößchen;1321;de:15085:1321;10,712004;51,655842;15085228;Oberharz am Brocken;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Bennewitz;8013362;de:14729:8013362;12,708430;51,355926;14729030;Bennewitz;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Bennewitz (b. Torgau);17210;de:14730:17210;13,028003;51,511313;14730310;Torgau;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Bennewitz (b. Wurzen), Eschenring;31078;de:14729:31078;12,706765;51,362075;14729030;Bennewitz;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Bennewitz (b. Wurzen), Grimmaische Str.;16804;de:14729:16804;12,716081;51,359852;14729030;Bennewitz;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Bennewitz (b. Wurzen), Leipziger Str.;16805;de:14729:16805;12,714172;51,360587;14729030;Bennewitz;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Bennewitz (b. Wurzen), Leipziger Str./Grimmaische Str.;20041;;12,716934;51,360994;14729030;Bennewitz;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Bennewitz (b. Wurzen), Leulitzer Str.;16806;de:14729:16806;12,704444;51,352712;14729030;Bennewitz;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Bennewitz (b. Wurzen), S-Bahnhof;90384;;12,708423;51,355922;14729030;Bennewitz;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Bennewitz (b. Wurzen), S-Bahnhof (Bus);30448;de:14729:30448;12,709502;51,355771;14729030;Bennewitz;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Bennewitz (b. Wurzen), Schule;16807;de:14729:16807;12,712220;51,358113;14729030;Bennewitz;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Bennewitz (Kabelsketal), An der Reichsbahn;9654;de:15088:9654;12,097994;51,436804;15088150;Kabelsketal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bennewitz (Kabelsketal), Wartehalle/B6;11757;de:15088:11757;12,095122;51,434749;15088150;Kabelsketal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bennstedt, Friedhof Kastanienweg;30098;de:15088:30098;11,822658;51,484303;15088319;Salzatal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bennstedt, Hallesche Str.;30099;de:15088:30099;11,830907;51,480085;15088319;Salzatal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
